question,correct_answer,id,dataset,ground_truth,prompt,prediction,reference_answer,reference_answer_source,reference_evidence,question_type_v2,reference_answer_v2,reference_answer_valid,reference_validation_reason,reference_answer_source_v2,exact_match,token_f1,contains_ground_truth,contains_prediction_in_reference,correct_label,similarity_sentence_transformers_all_MiniLM_L6_v2,similarity_v2_sentence_transformers_all_MiniLM_L6_v2,similarity_BAAI_bge_base_en_v1.5,similarity_v2_BAAI_bge_base_en_v1.5,entity_overlap,hybrid_sentence_transformers_all_MiniLM_L6_v2,hybrid_BAAI_bge_base_en_v1.5,result_group,dataset_result,task_type,model,failure_kind,active_similarity,distance,human_category,human_type,human_rationale
when do you get given an eternity ring,"Eternity ring An eternity ring, also known as an infinity ring, is a woman's ring[citation needed] comprising a band of precious metal (usually gold) set with a continuous line of identically cut gemstones (usually diamonds)[1] to symbolize neverending love, usually given by a spouse to their wife on the occasion of a significant anniversary, typically after 1 or more years of marriage date[citation needed] Because the presence of stones all the way round the eternity ring can make it cumbersome to wear, the alternative is to have the stones across the face of the ring only. This is sometimes referred to as a ""half-eternity"" ring rather than a ""full"" eternity ring.[citation needed]",sample_454,nq,"Eternity ring An eternity ring, also known as an infinity ring, is a woman's ring[citation needed] comprising a band of precious metal (usually gold) set with a continuous line of identically cut gemstones (usually diamonds)[1] to symbolize neverending love, usually given by a spouse to their wife on the occasion of a significant anniversary, typically after 1 or more years of marriage date[citation needed] Because the presence of stones all the way round the eternity ring can make it cumbersome to wear, the alternative is to have the stones across the face of the ring only. This is sometimes referred to as a ""half-eternity"" ring rather than a ""full"" eternity ring.[citation needed]","Answer the following question in one or two concise sentences.

Question: when do you get given an eternity ring

Answer:","An eternity ring is typically given as a gift to symbolize eternal love, often as an anniversary present or a special token of devotion.","Eternity ring An eternity ring, also known as an infinity ring, is a woman's ring comprising a band of precious metal set with a continuous line of identically cut gemstones to symbolize neverending love, usually given.",nq_evidence_sentence,"Eternity ring An eternity ring, also known as an infinity ring, is a woman's ring comprising a band of precious metal set with a continuous line of identically cut gemstones to symbolize neverending love, usually given by a spouse to their wife on the occasion of a significant anniversary, typically after 1 or more years of marriage date Because the presence of stones all the way round the eternity ring can make it cumbersome to wear, the alternative is to have the stones across the face of the ring only",when,"Eternity ring An eternity ring, also known as an infinity ring, is a woman's ring comprising a band of precious metal set with a continuous line of identically cut gemstones to symbolize neverending love, usually given",False,long_evidence_fallback,nq_evidence_sentence,0,0.34615384615384615,0,0,0,0.807378351688385,0.7772773504257202,0.8435477018356323,0.8490560054779053,0.6666666666666666,0.7651648461818694,0.7904833912849425,implemented_improvement,results_nq_500,long_form,MiniLM,high_similarity_wrong,0.807378351688385,0.192621648311615,semantic_similarity_limitation,semantic_relatedness_not_correctness,Relatedness alone does not prove factual correctness.
who plays sonny's father in general hospital,"Ron Hale Ron Hale (born January 2, 1946) is an American actor best known for his role as Dr. Roger Coleridge on the ABC soap opera Ryan's Hope for its entire run (1975â€“1989). He played the recurring role of Mike Corbin, the father of mobster Sonny Corinthos in the ABC soap opera General Hospital.",sample_24,nq,"Ron Hale Ron Hale (born January 2, 1946) is an American actor best known for his role as Dr. Roger Coleridge on the ABC soap opera Ryan's Hope for its entire run (1975â€“1989). He played the recurring role of Mike Corbin, the father of mobster Sonny Corinthos in the ABC soap opera General Hospital.","Answer the following question in one or two concise sentences.

Question: who plays sonny's father in general hospital

Answer:",Joseph Sikora plays Sonny Corinthos Jr.'s father in General Hospital.,He,nq_who_heuristic,"He played the recurring role of Mike Corbin, the father of mobster Sonny Corinthos in the ABC soap opera General Hospital",who,Ron Hale,True,valid,nq_who_heuristic,0,0.0,1,0,1,0.11467505246400833,0.1885046511888504,0.4644911289215088,0.32681727409362793,0.0,0.08027253672480583,0.32514379024505613,implemented_improvement,results_nq_500,long_form,BGE,low_similarity_correct,0.4644911289215088,0.5355088710784912,low_similarity_false_negative,answer_containment_or_context_dilution,"Correct answer is present or accepted, but extra context lowers similarity."
who plays hiccup in how to train your dragon 2,"Jay Baruchel Jonathan Adam Saunders Baruchel (/ˈbæruːʃɛl/;[3] born April 9, 1982) is a Canadian actor, screenwriter, model, director, and producer. He played Josh Greenberg in the FXX comedy television series Man Seeking Woman and played the lead character in Judd Apatow's comedy series, Undeclared. He is known for his voice role as Hiccup Horrendous Haddock III in the How to Train Your Dragon franchise, and for his roles in comedy movies such as Knocked Up, Tropic Thunder, Fanboys, She's Out of My League, Goon, This Is the End and The Sorcerer's Apprentice.",sample_197,nq,"Jay Baruchel Jonathan Adam Saunders Baruchel (/ˈbæruːʃɛl/;[3] born April 9, 1982) is a Canadian actor, screenwriter, model, director, and producer. He played Josh Greenberg in the FXX comedy television series Man Seeking Woman and played the lead character in Judd Apatow's comedy series, Undeclared. He is known for his voice role as Hiccup Horrendous Haddock III in the How to Train Your Dragon franchise, and for his roles in comedy movies such as Knocked Up, Tropic Thunder, Fanboys, She's Out of My League, Goon, This Is the End and The Sorcerer's Apprentice.","Answer the following question in one or two concise sentences.

Question: who plays hiccup in how to train your dragon 2

Answer:",Jay Baruchel plays Hiccup in How to Train Your Dragon 2.,He,nq_who_heuristic,"He is known for his voice role as Hiccup Horrendous Haddock III in the How to Train Your Dragon franchise, and for his roles in comedy movies such as Knocked Up, Tropic Thunder, Fanboys, She's Out of My League, Goon, This Is the End and The Sorcerer's Apprentice",who,Jay Baruchel Jonathan Adam Saunders Baruchel,True,valid,nq_who_heuristic,0,0.0,1,0,1,0.23206953704357147,0.4937674403190613,0.46625712513923645,0.6284481883049011,0.0,0.16244867593050002,0.3263799875974655,implemented_improvement,results_nq_500,long_form,BGE,low_similarity_correct,0.46625712513923645,0.5337428748607635,low_similarity_false_negative,answer_containment_or_context_dilution,"Correct answer is present or accepted, but extra context lowers similarity."
when was the temple of artemis first destroyed,"Temple of Artemis The earliest version of the temple (a temenos) antedated the Ionic immigration by many years, and dates to the Bronze Age. Callimachus, in his Hymn to Artemis, attributed it to the Amazons. In the 7th century BC, it was destroyed by a flood. Its reconstruction, in more grandiose form, began around 550 BC, under the Cretan architect Chersiphron and his son Metagenes. The project was funded by Croesus of Lydia, and took 10 years to complete. This version of the temple was destroyed in 356 BC by Herostratus in an act of arson. The next, greatest and last form of the temple, funded by the Ephesians themselves, is described in Antipater of Sidon's list of the world's Seven Wonders:",sample_206,nq,"Temple of Artemis The earliest version of the temple (a temenos) antedated the Ionic immigration by many years, and dates to the Bronze Age. Callimachus, in his Hymn to Artemis, attributed it to the Amazons. In the 7th century BC, it was destroyed by a flood. Its reconstruction, in more grandiose form, began around 550 BC, under the Cretan architect Chersiphron and his son Metagenes. The project was funded by Croesus of Lydia, and took 10 years to complete. This version of the temple was destroyed in 356 BC by Herostratus in an act of arson. The next, greatest and last form of the temple, funded by the Ephesians themselves, is described in Antipater of Sidon's list of the world's Seven Wonders:","Answer the following question in one or two concise sentences.

Question: when was the temple of artemis first destroyed

Answer:","The Temple of Artemis was first destroyed around 356 BCE by a man named Herostratus, who sought fame through infamy.",356,nq_when_heuristic,This version of the temple was destroyed in 356 BC by Herostratus in an act of arson,when,356,True,valid,nq_when_heuristic,0,0.10526315789473684,1,0,1,0.05904746800661087,0.05904746800661087,0.4475582242012024,0.4475582242012024,0.4,0.16133322760462762,0.4332907569408416,implemented_improvement,results_nq_500,long_form,BGE,low_similarity_correct,0.4475582242012024,0.5524417757987976,low_similarity_false_negative,answer_containment_or_context_dilution,"Correct answer is present or accepted, but extra context lowers similarity."
who sings it's going to be me,"It's Gonna Be Me ""It's Gonna Be Me"" is a song by American boy band NSYNC. It was released on June 13, 2000 as the second single in the United States and third in Europe from their second studio album No Strings Attached. The song was NSYNC's only Billboard Hot 100 number-one hit, making it their highest-charting single. It topped the chart for two consecutive weeks and has been certified Gold by the RIAA. The song serves as the opening track of the 2000 compilation album Now That's What I Call Music! 5.",sample_240,nq,"It's Gonna Be Me ""It's Gonna Be Me"" is a song by American boy band NSYNC. It was released on June 13, 2000 as the second single in the United States and third in Europe from their second studio album No Strings Attached. The song was NSYNC's only Billboard Hot 100 number-one hit, making it their highest-charting single. It topped the chart for two consecutive weeks and has been certified Gold by the RIAA. The song serves as the opening track of the 2000 compilation album Now That's What I Call Music! 5.","Answer the following question in one or two concise sentences.

Question: who sings it's going to be me

Answer:","It is sung by various artists, including Frank Sinatra.",It,nq_who_heuristic,"It was released on June 13, 2000 as the second single in the United States and third in Europe from their second studio album No Strings Attached",who,Now That's What,True,valid,nq_who_heuristic,0,0.19999999999999998,1,0,1,0.15615878999233246,-0.05270987004041672,0.4293631315231323,0.4374772310256958,0.6666666666666666,0.30931115299463274,0.5005541920661927,implemented_improvement,results_nq_500,long_form,BGE,low_similarity_correct,0.4293631315231323,0.5706368684768677,low_similarity_false_negative,answer_containment_or_context_dilution,"Correct answer is present or accepted, but extra context lowers similarity."
who does rondo play for in the nba,"Rajon Rondo Rajon Pierre Rondo (born February 22, 1986) is an American professional basketball player for the New Orleans Pelicans of the National Basketball Association (NBA). He is a four-time NBA All-Star, and a four-time NBA All-Defensive Team member. He also led the NBA in steals during the 2009–10 season, and assists during the 2011–12, 2012–13 and 2015–16 seasons. He began his professional career with the Boston Celtics, winning an NBA championship in 2008. He ranks fourth in Celtic history in assists, and third in steals.[1] He briefly played for the Dallas Mavericks during the 2014–15 season before joining the Sacramento Kings in 2015 and the Chicago Bulls in 2016.",sample_426,nq,"Rajon Rondo Rajon Pierre Rondo (born February 22, 1986) is an American professional basketball player for the New Orleans Pelicans of the National Basketball Association (NBA). He is a four-time NBA All-Star, and a four-time NBA All-Defensive Team member. He also led the NBA in steals during the 2009–10 season, and assists during the 2011–12, 2012–13 and 2015–16 seasons. He began his professional career with the Boston Celtics, winning an NBA championship in 2008. He ranks fourth in Celtic history in assists, and third in steals.[1] He briefly played for the Dallas Mavericks during the 2014–15 season before joining the Sacramento Kings in 2015 and the Chicago Bulls in 2016.","Answer the following question in one or two concise sentences.

Question: who does rondo play for in the nba

Answer:",Rondo last played for the Miami Heat as of the 2021-2022 season.,He,nq_who_heuristic,"He is a four-time NBA All-Star, and a four-time NBA All-Defensive Team member",who,Celtic,True,valid,nq_who_heuristic,0,0.0,1,0,1,0.1359003484249115,0.09840236604213715,0.43176811933517456,0.42981433868408203,0.0,0.09513024389743804,0.30223768353462216,implemented_improvement,results_nq_500,long_form,BGE,low_similarity_correct,0.43176811933517456,0.5682318806648254,low_similarity_false_negative,answer_containment_or_context_dilution,"Correct answer is present or accepted, but extra context lowers similarity."
who plays sonny's father in general hospital,"Ron Hale Ron Hale (born January 2, 1946) is an American actor best known for his role as Dr. Roger Coleridge on the ABC soap opera Ryan's Hope for its entire run (1975â€“1989). He played the recurring role of Mike Corbin, the father of mobster Sonny Corinthos in the ABC soap opera General Hospital.",sample_24,nq,"Ron Hale Ron Hale (born January 2, 1946) is an American actor best known for his role as Dr. Roger Coleridge on the ABC soap opera Ryan's Hope for its entire run (1975â€“1989). He played the recurring role of Mike Corbin, the father of mobster Sonny Corinthos in the ABC soap opera General Hospital.","Answer the following question in one or two concise sentences.

Question: who plays sonny's father in general hospital

Answer:",Joseph Sikora plays Sonny Corinthos Jr.'s father in General Hospital.,He,nq_who_heuristic,"He played the recurring role of Mike Corbin, the father of mobster Sonny Corinthos in the ABC soap opera General Hospital",who,Ron Hale,True,valid,nq_who_heuristic,0,0.0,1,0,1,0.11467505246400833,0.1885046511888504,0.4644911289215088,0.32681727409362793,0.0,0.08027253672480583,0.32514379024505613,implemented_improvement,results_nq_500,long_form,MiniLM,low_similarity_correct,0.11467505246400833,0.8853249475359917,low_similarity_false_negative,answer_containment_or_context_dilution,"Correct answer is present or accepted, but extra context lowers similarity."
when was the first heart transplant performed in the world,"Christiaan Barnard Christiaan Neethling Barnard (8 November 1922 – 2 September 2001) was a South African cardiac surgeon who performed the world's first human-to-human heart transplant on December 3, 1967,[1][2] and the second overall heart transplant (James Hardy did a xenotransplant in 1964[3]). Growing up in Beaufort West, Cape Province, he studied medicine and practised for several years in his native country.[4] As a young doctor experimenting on dogs, Barnard developed a remedy for the infant defect of intestinal atresia. His technique saved the lives of ten babies in Cape Town and was adopted by surgeons in Britain and the United States.[5] In 1955, he travelled to the United States and was initially assigned further gastrointestinal work by Owen Wangensteen.[6] Vince Gott introduced him to the heart-lung machine, and Barnard was allowed to transfer to the service run by open heart surgery pioneer Walt Lillehei.[7] Upon returning to South Africa in 1958, Barnard was appointed head of the Department of Experimental Surgery at the Groote Schuur Hospital, Cape Town.[8]",sample_25,nq,"Christiaan Barnard Christiaan Neethling Barnard (8 November 1922 – 2 September 2001) was a South African cardiac surgeon who performed the world's first human-to-human heart transplant on December 3, 1967,[1][2] and the second overall heart transplant (James Hardy did a xenotransplant in 1964[3]). Growing up in Beaufort West, Cape Province, he studied medicine and practised for several years in his native country.[4] As a young doctor experimenting on dogs, Barnard developed a remedy for the infant defect of intestinal atresia. His technique saved the lives of ten babies in Cape Town and was adopted by surgeons in Britain and the United States.[5] In 1955, he travelled to the United States and was initially assigned further gastrointestinal work by Owen Wangensteen.[6] Vince Gott introduced him to the heart-lung machine, and Barnard was allowed to transfer to the service run by open heart surgery pioneer Walt Lillehei.[7] Upon returning to South Africa in 1958, Barnard was appointed head of the Department of Experimental Surgery at the Groote Schuur Hospital, Cape Town.[8]","Answer the following question in one or two concise sentences.

Question: when was the first heart transplant performed in the world

Answer:","The first heart transplant was performed on December 3, 1967, in Cape Town, South Africa.","December 3, 1967",nq_when_heuristic,"Christiaan Barnard Christiaan Neethling Barnard was a South African cardiac surgeon who performed the world's first human-to-human heart transplant on December 3, 1967, and the second overall heart transplant",when,"December 3, 1967",True,valid,nq_when_heuristic,0,0.35294117647058826,1,0,1,0.4535973370075226,0.4535973370075226,0.6285542845726013,0.6285542845726013,0.6666666666666666,0.5175181359052659,0.6399879992008208,implemented_improvement,results_nq_500,long_form,MiniLM,low_similarity_correct,0.4535973370075226,0.5464026629924774,low_similarity_false_negative,answer_containment_or_context_dilution,"Correct answer is present or accepted, but extra context lowers similarity."
who replaced clarence in the e street band,"Jake Clemons Jake Clemons (born February 27, 1980) is a singer-songwriter, an American musician and since 2012 is best known for being the saxophonist for Bruce Springsteen and the E Street Band. Clemons took over the role of saxophonist for the band when his uncle, Clarence Clemons, a founding member of the band, died in 2011. Clemons also has performed various instruments including percussion and also provided backing vocals on the band's Wrecking Ball Tour , High Hopes Tour.and The River Tour. Clemons attended the Virginia Governor's School for the Arts to study jazz performance.[1] Clemons also has performed with Eddie Vedder, Roger Waters, The Swell Season and The Roots.[2]",sample_65,nq,"Jake Clemons Jake Clemons (born February 27, 1980) is a singer-songwriter, an American musician and since 2012 is best known for being the saxophonist for Bruce Springsteen and the E Street Band. Clemons took over the role of saxophonist for the band when his uncle, Clarence Clemons, a founding member of the band, died in 2011. Clemons also has performed various instruments including percussion and also provided backing vocals on the band's Wrecking Ball Tour , High Hopes Tour.and The River Tour. Clemons attended the Virginia Governor's School for the Arts to study jazz performance.[1] Clemons also has performed with Eddie Vedder, Roger Waters, The Swell Season and The Roots.[2]","Answer the following question in one or two concise sentences.

Question: who replaced clarence in the e street band

Answer:",Roy Bittan replaced Clarence Clemons in the E Street Band.,Clemons,nq_who_heuristic,"Clemons took over the role of saxophonist for the band when his uncle, Clarence Clemons, a founding member of the band, died in 2011",who,Clemons,True,valid,nq_who_heuristic,0,0.19999999999999998,1,0,1,0.4275054931640625,0.4275054931640625,0.524892270565033,0.524892270565033,0.0,0.2992538452148437,0.367424589395523,implemented_improvement,results_nq_500,long_form,MiniLM,low_similarity_correct,0.4275054931640625,0.5724945068359375,low_similarity_false_negative,answer_containment_or_context_dilution,"Correct answer is present or accepted, but extra context lowers similarity."
who made up the second coalition in 1798,"War of the Second Coalition The War of the Second Coalition (1798–1802) was the second war on revolutionary France by the European monarchies, led by Britain, Austria and Russia, and including the Ottoman Empire, Portugal, Naples, various German monarchies and Sweden. Their goal was to contain the expansion of the French Republic and to restore the monarchy in France. They failed to overthrow the revolutionary regime and French territorial gains since 1793 were confirmed. In the Treaty of Lunéville in 1801, France held all of its previous gains and obtained new lands in Tuscany, Italy, while Austria was granted Venetia and the Dalmatian coast. Britain and France signed the Treaty of Amiens in March 1802, bringing an interval of peace in Europe that lasted for 14 months. By May 1803 Britain and France were again at war and in 1805 Britain assembled the Third Coalition to resume the war against France.",sample_72,nq,"War of the Second Coalition The War of the Second Coalition (1798–1802) was the second war on revolutionary France by the European monarchies, led by Britain, Austria and Russia, and including the Ottoman Empire, Portugal, Naples, various German monarchies and Sweden. Their goal was to contain the expansion of the French Republic and to restore the monarchy in France. They failed to overthrow the revolutionary regime and French territorial gains since 1793 were confirmed. In the Treaty of Lunéville in 1801, France held all of its previous gains and obtained new lands in Tuscany, Italy, while Austria was granted Venetia and the Dalmatian coast. Britain and France signed the Treaty of Amiens in March 1802, bringing an interval of peace in Europe that lasted for 14 months. By May 1803 Britain and France were again at war and in 1805 Britain assembled the Third Coalition to resume the war against France.","Answer the following question in one or two concise sentences.

Question: who made up the second coalition in 1798

Answer:","The Second Coalition was formed in 1798 and consisted of Austria, Britain, Russia, and Saxony.",Britain,nq_who_heuristic,"War of the Second Coalition The War of the Second Coalition was the second war on revolutionary France by the European monarchies, led by Britain, Austria and Russia, and including the Ottoman Empire, Portugal, Naples, various German monarchies and Sweden",who,Britain,True,valid,nq_who_heuristic,0,0.13333333333333333,1,0,1,0.21728909015655518,0.21728909015655518,0.5346194505691528,0.5346194505691528,0.2857142857142857,0.23781664882387432,0.4599479011126927,implemented_improvement,results_nq_500,long_form,MiniLM,low_similarity_correct,0.21728909015655518,0.7827109098434448,low_similarity_false_negative,answer_containment_or_context_dilution,"Correct answer is present or accepted, but extra context lowers similarity."
where is cinco de mayo celebrated in united states,"Cinco de Mayo A 2007 UCLA Newsroom article notes that, ""the holiday, which has been celebrated in California continuously since 1863, is virtually ignored in Mexico.""[29] TIME magazine reports that ""Cinco de Mayo started to come into vogue in 1940s America during the rise of the Chicano Movement.""[20] The holiday crossed over from California into the rest of the United States in the 1950s and 1960s but did not gain popularity until the 1980s when marketers, especially beer companies, capitalized on the celebratory nature of the day and began to promote it.[31][32] It grew in popularity and evolved into a celebration of Mexican culture and heritage, first in areas with large Mexican-American populations, like Los Angeles, Chicago, Houston and San Jose.[33]",sample_117,nq,"Cinco de Mayo A 2007 UCLA Newsroom article notes that, ""the holiday, which has been celebrated in California continuously since 1863, is virtually ignored in Mexico.""[29] TIME magazine reports that ""Cinco de Mayo started to come into vogue in 1940s America during the rise of the Chicano Movement.""[20] The holiday crossed over from California into the rest of the United States in the 1950s and 1960s but did not gain popularity until the 1980s when marketers, especially beer companies, capitalized on the celebratory nature of the day and began to promote it.[31][32] It grew in popularity and evolved into a celebration of Mexican culture and heritage, first in areas with large Mexican-American populations, like Los Angeles, Chicago, Houston and San Jose.[33]","Answer the following question in one or two concise sentences.

Question: where is cinco de mayo celebrated in united states

Answer:","Cinco de Mayo is widely celebrated in Mexican-American communities across the United States, particularly in California, Texas, and New Mexico.",California,nq_where_heuristic,"Cinco de Mayo A 2007 UCLA Newsroom article notes that, ""the holiday, which has been celebrated in California continuously since 1863, is virtually ignored in Mexico."" TIME magazine reports that ""Cinco de Mayo started to come into vogue in 1940s America during the rise of the Chicano Movement."" The holiday crossed over from California into the rest of the United States in the 1950s and 1960s but did not gain popularity until the 1980s when marketers, especially beer companies, capitalized on the celebratory nature of the day and began to promote it. It grew in popularity and evolved into a celebration of Mexican culture and heritage, first in areas with large Mexican-American populations, like Los Angeles, Chicago, Houston and San Jose",where,California,True,valid,nq_where_heuristic,0,0.09523809523809523,1,0,1,0.20407894253730774,0.20407894253730774,0.5444388389587402,0.5444388389587402,0.2222222222222222,0.20952192644278209,0.4477738539377848,implemented_improvement,results_nq_500,long_form,MiniLM,low_similarity_correct,0.20407894253730774,0.7959210574626923,low_similarity_false_negative,answer_containment_or_context_dilution,"Correct answer is present or accepted, but extra context lowers similarity."
where does the new madrid fault line run,"New Madrid Seismic Zone The 150-mile (240Â km) long seismic zone, which extends into five states, stretches southward from Cairo, Illinois; through Hayti, Caruthersville and New Madrid in Missouri; through Blytheville into Marked Tree in Arkansas. It also covers a part of West Tennessee, near Reelfoot Lake, extending southeast into Dyersburg. It is southwest of the Wabash Valley Seismic Zone.",sample_140,nq,"New Madrid Seismic Zone The 150-mile (240Â km) long seismic zone, which extends into five states, stretches southward from Cairo, Illinois; through Hayti, Caruthersville and New Madrid in Missouri; through Blytheville into Marked Tree in Arkansas. It also covers a part of West Tennessee, near Reelfoot Lake, extending southeast into Dyersburg. It is southwest of the Wabash Valley Seismic Zone.","Answer the following question in one or two concise sentences.

Question: where does the new madrid fault line run

Answer:","The New Madrid fault line runs through parts of Arkansas, Tennessee, Missouri, Kentucky, Louisiana, and Illinois.",Missouri,nq_where_heuristic,"New Madrid Seismic Zone The 150-mile long seismic zone, which extends into five states, stretches southward from Cairo, Illinois; through Hayti, Caruthersville and New Madrid in Missouri; through Blytheville into Marked Tree in Arkansas",where,Missouri,True,valid,nq_where_heuristic,0,0.125,1,0,1,0.37204745411872864,0.37204745411872864,0.6160421967506409,0.6160421967506409,0.25,0.33543321788311004,0.5062295377254487,implemented_improvement,results_nq_500,long_form,MiniLM,low_similarity_correct,0.37204745411872864,0.6279525458812714,low_similarity_false_negative,answer_containment_or_context_dilution,"Correct answer is present or accepted, but extra context lowers similarity."
who appoints the high court judge of india,"Indian High Courts Act 1861 Appointment of the Judges: The Chief Justice of a High Court is appointed by the President with the consultation of the Chief Justice of the Supreme Court and the Governor of the State. The other judges are appointed by the will of President, Governor and the Chief Justice of High Court.",sample_186,nq,"Indian High Courts Act 1861 Appointment of the Judges: The Chief Justice of a High Court is appointed by the President with the consultation of the Chief Justice of the Supreme Court and the Governor of the State. The other judges are appointed by the will of President, Governor and the Chief Justice of High Court.","Answer the following question in one or two concise sentences.

Question: who appoints the high court judge of india

Answer:",The President of India appoints High Court judges on the recommendation of the Chief Justice of India.,President,nq_who_heuristic,"The other judges are appointed by the will of President, Governor and the Chief Justice of High Court",who,President,True,valid,nq_who_heuristic,0,0.13333333333333333,1,0,1,0.3063327670097351,0.3063327670097351,0.5243000388145447,0.5243000388145447,0.0,0.21443293690681456,0.3670100271701813,implemented_improvement,results_nq_500,long_form,MiniLM,low_similarity_correct,0.3063327670097351,0.6936672329902649,low_similarity_false_negative,answer_containment_or_context_dilution,"Correct answer is present or accepted, but extra context lowers similarity."
who plays hiccup in how to train your dragon 2,"Jay Baruchel Jonathan Adam Saunders Baruchel (/ˈbæruːʃɛl/;[3] born April 9, 1982) is a Canadian actor, screenwriter, model, director, and producer. He played Josh Greenberg in the FXX comedy television series Man Seeking Woman and played the lead character in Judd Apatow's comedy series, Undeclared. He is known for his voice role as Hiccup Horrendous Haddock III in the How to Train Your Dragon franchise, and for his roles in comedy movies such as Knocked Up, Tropic Thunder, Fanboys, She's Out of My League, Goon, This Is the End and The Sorcerer's Apprentice.",sample_197,nq,"Jay Baruchel Jonathan Adam Saunders Baruchel (/ˈbæruːʃɛl/;[3] born April 9, 1982) is a Canadian actor, screenwriter, model, director, and producer. He played Josh Greenberg in the FXX comedy television series Man Seeking Woman and played the lead character in Judd Apatow's comedy series, Undeclared. He is known for his voice role as Hiccup Horrendous Haddock III in the How to Train Your Dragon franchise, and for his roles in comedy movies such as Knocked Up, Tropic Thunder, Fanboys, She's Out of My League, Goon, This Is the End and The Sorcerer's Apprentice.","Answer the following question in one or two concise sentences.

Question: who plays hiccup in how to train your dragon 2

Answer:",Jay Baruchel plays Hiccup in How to Train Your Dragon 2.,He,nq_who_heuristic,"He is known for his voice role as Hiccup Horrendous Haddock III in the How to Train Your Dragon franchise, and for his roles in comedy movies such as Knocked Up, Tropic Thunder, Fanboys, She's Out of My League, Goon, This Is the End and The Sorcerer's Apprentice",who,Jay Baruchel Jonathan Adam Saunders Baruchel,True,valid,nq_who_heuristic,0,0.0,1,0,1,0.23206953704357147,0.4937674403190613,0.46625712513923645,0.6284481883049011,0.0,0.16244867593050002,0.3263799875974655,implemented_improvement,results_nq_500,long_form,MiniLM,low_similarity_correct,0.23206953704357147,0.7679304629564285,low_similarity_false_negative,answer_containment_or_context_dilution,"Correct answer is present or accepted, but extra context lowers similarity."
when was the temple of artemis first destroyed,"Temple of Artemis The earliest version of the temple (a temenos) antedated the Ionic immigration by many years, and dates to the Bronze Age. Callimachus, in his Hymn to Artemis, attributed it to the Amazons. In the 7th century BC, it was destroyed by a flood. Its reconstruction, in more grandiose form, began around 550 BC, under the Cretan architect Chersiphron and his son Metagenes. The project was funded by Croesus of Lydia, and took 10 years to complete. This version of the temple was destroyed in 356 BC by Herostratus in an act of arson. The next, greatest and last form of the temple, funded by the Ephesians themselves, is described in Antipater of Sidon's list of the world's Seven Wonders:",sample_206,nq,"Temple of Artemis The earliest version of the temple (a temenos) antedated the Ionic immigration by many years, and dates to the Bronze Age. Callimachus, in his Hymn to Artemis, attributed it to the Amazons. In the 7th century BC, it was destroyed by a flood. Its reconstruction, in more grandiose form, began around 550 BC, under the Cretan architect Chersiphron and his son Metagenes. The project was funded by Croesus of Lydia, and took 10 years to complete. This version of the temple was destroyed in 356 BC by Herostratus in an act of arson. The next, greatest and last form of the temple, funded by the Ephesians themselves, is described in Antipater of Sidon's list of the world's Seven Wonders:","Answer the following question in one or two concise sentences.

Question: when was the temple of artemis first destroyed

Answer:","The Temple of Artemis was first destroyed around 356 BCE by a man named Herostratus, who sought fame through infamy.",356,nq_when_heuristic,This version of the temple was destroyed in 356 BC by Herostratus in an act of arson,when,356,True,valid,nq_when_heuristic,0,0.10526315789473684,1,0,1,0.05904746800661087,0.05904746800661087,0.4475582242012024,0.4475582242012024,0.4,0.16133322760462762,0.4332907569408416,implemented_improvement,results_nq_500,long_form,MiniLM,low_similarity_correct,0.05904746800661087,0.9409525319933891,low_similarity_false_negative,answer_containment_or_context_dilution,"Correct answer is present or accepted, but extra context lowers similarity."
