stage,method,family,label_field,score_field,reference_field,num_correct,num_incorrect,correct_mean,incorrect_mean,gap,fixed_threshold,fixed_accuracy,fixed_precision,fixed_recall,fixed_f1,roc_auc,pr_auc,best_threshold,best_accuracy,best_precision,best_recall,best_f1,high_similarity_wrong,low_similarity_correct,dataset,task_type,embedding_model,question_type,threshold_scope,calibration_status,skip_reason,num_examples,num_positive,num_negative,score_std,cv_num_folds,cv_selected_thresholds,cv_mean_selected_threshold,cv_threshold_std
unit6,Reduced semantic-recall multi-view hybrid: sentence-transformers/all-MiniLM-L6-v2,multi_view_hybrid_scoring,correct_label,unit6_semantic_recall_multi_view_hybrid_score_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,0,14,nan,0.4364781845838011,nan,0.75,0.8571428571428571,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,1,0,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,yes_no,global_fixed,reporting_only,,14,0,14,0.22123613341341478,,,,
unit6,Reduced semantic-recall multi-view hybrid: sentence-transformers/all-MiniLM-L6-v2,multi_view_hybrid_scoring,correct_label,unit6_semantic_recall_multi_view_hybrid_score_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,0,14,nan,0.4364781845838011,nan,0.75,0.8571428571428571,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,1,0,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,yes_no,inherited_global,skipped,num_examples<50,14,0,14,0.22123613341341478,,,,
baseline,Embedding cosine: BAAI/bge-base-en-v1.5,embedding,correct_label,similarity_BAAI_bge_base_en_v1.5,reference_answer,48,452,0.6889264105508724,0.5608941498583397,0.1280322606925327,0.75,0.818,0.19718309859154928,0.2916666666666667,0.23529411764705882,0.7111449115044248,0.29909668810765705,0.79,0.86,0.28,0.2916666666666667,0.2857142857142857,31,5,nq,long_form,BAAI/bge-base-en-v1.5,all,dataset_global,dataset_reference,,500,48,452,0.153312099108323,,,,
baseline,Embedding cosine: BAAI/bge-base-en-v1.5,embedding,correct_label,similarity_BAAI_bge_base_en_v1.5,reference_answer,1,30,0.793173611164093,0.7050259113311768,0.08814769983291626,0.75,0.5483870967741935,0.06666666666666667,1.0,0.125,0.7333333333333334,0.1111111111111111,0.79,0.7419354838709677,0.1111111111111111,1.0,0.2,8,0,nq,long_form,BAAI/bge-base-en-v1.5,definition,global_fixed,reporting_only,,31,1,30,0.12024179258729438,,,,
baseline,Embedding cosine: BAAI/bge-base-en-v1.5,embedding,correct_label,similarity_BAAI_bge_base_en_v1.5,reference_answer,1,30,0.793173611164093,0.7050259113311768,0.08814769983291626,0.75,0.5483870967741935,0.06666666666666667,1.0,0.125,0.7333333333333334,0.1111111111111111,0.79,0.7419354838709677,0.1111111111111111,1.0,0.2,8,0,nq,long_form,BAAI/bge-base-en-v1.5,definition,inherited_global,skipped,num_examples<50,31,1,30,0.12024179258729438,,,,
baseline,Embedding cosine: BAAI/bge-base-en-v1.5,embedding,correct_label,similarity_BAAI_bge_base_en_v1.5,reference_answer,3,101,0.7200735410054525,0.6479674884588411,0.0721060525466114,0.75,0.7692307692307693,0.043478260869565216,0.3333333333333333,0.07692307692307693,0.6897689768976898,0.0727152817034106,0.8,0.8846153846153846,0.09090909090909091,0.3333333333333333,0.14285714285714285,10,0,nq,long_form,BAAI/bge-base-en-v1.5,general,global_fixed,reporting_only,,104,3,101,0.11872177438883805,,,,
baseline,Embedding cosine: BAAI/bge-base-en-v1.5,embedding,correct_label,similarity_BAAI_bge_base_en_v1.5,reference_answer,3,101,0.7200735410054525,0.6479674884588411,0.0721060525466114,0.75,0.7692307692307693,0.043478260869565216,0.3333333333333333,0.07692307692307693,0.6897689768976898,0.0727152817034106,0.8,0.8846153846153846,0.09090909090909091,0.3333333333333333,0.14285714285714285,10,0,nq,long_form,BAAI/bge-base-en-v1.5,general,inherited_global,skipped,num_positive<10,104,3,101,0.11872177438883805,,,,
baseline,Embedding cosine: BAAI/bge-base-en-v1.5,embedding,correct_label,similarity_BAAI_bge_base_en_v1.5,reference_answer,0,2,nan,0.5946639627218246,nan,0.75,1.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0,0,nq,long_form,BAAI/bge-base-en-v1.5,list,global_fixed,reporting_only,,2,0,2,0.10036905109882355,,,,
baseline,Embedding cosine: BAAI/bge-base-en-v1.5,embedding,correct_label,similarity_BAAI_bge_base_en_v1.5,reference_answer,0,2,nan,0.5946639627218246,nan,0.75,1.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0,0,nq,long_form,BAAI/bge-base-en-v1.5,list,inherited_global,skipped,num_examples<50,2,0,2,0.10036905109882355,,,,
baseline,Embedding cosine: BAAI/bge-base-en-v1.5,embedding,correct_label,similarity_BAAI_bge_base_en_v1.5,reference_answer,2,21,0.9117493033409119,0.5535846622217269,0.358164641119185,0.75,0.9130434782608695,0.5,1.0,0.6666666666666666,1.0,1.0,0.8,1.0,1.0,1.0,1.0,0,0,nq,long_form,BAAI/bge-base-en-v1.5,number,global_fixed,reporting_only,,23,2,21,0.15279576692548347,,,,
baseline,Embedding cosine: BAAI/bge-base-en-v1.5,embedding,correct_label,similarity_BAAI_bge_base_en_v1.5,reference_answer,2,21,0.9117493033409119,0.5535846622217269,0.358164641119185,0.75,0.9130434782608695,0.5,1.0,0.6666666666666666,1.0,1.0,0.8,1.0,1.0,1.0,1.0,0,0,nq,long_form,BAAI/bge-base-en-v1.5,number,inherited_global,skipped,num_examples<50,23,2,21,0.15279576692548347,,,,
baseline,Embedding cosine: BAAI/bge-base-en-v1.5,embedding,correct_label,similarity_BAAI_bge_base_en_v1.5,reference_answer,10,90,0.6055804789066315,0.5578088005383809,0.04777167836825058,0.75,0.82,0.0,0.0,0.0,0.6499999999999999,0.14167168997117352,0.56,0.6,0.1875,0.9,0.3103448275862069,5,1,nq,long_form,BAAI/bge-base-en-v1.5,when,global_fixed,reporting_only,,100,10,90,0.12816835500417512,,,,
baseline,Embedding cosine: BAAI/bge-base-en-v1.5,embedding,correct_label,similarity_BAAI_bge_base_en_v1.5,reference_answer,10,90,,,,0.562,0.6,0.17391304347826086,0.8,0.2857142857142857,0.6499999999999999,0.14167168997117352,,,,,,,,nq,long_form,BAAI/bge-base-en-v1.5,when,question_type_cv,applied,,100,10,90,0.12816835500417512,5,0.57;0.56;0.56;0.56;0.56,0.562,0.0039999999999999584
baseline,Embedding cosine: BAAI/bge-base-en-v1.5,embedding,correct_label,similarity_BAAI_bge_base_en_v1.5,reference_answer,12,68,0.720625047882398,0.5236025527119637,0.19702249517043435,0.75,0.8375,0.45454545454545453,0.4166666666666667,0.43478260869565216,0.8419117647058822,0.47212052180041525,0.79,0.875,0.625,0.4166666666666667,0.5,3,0,nq,long_form,BAAI/bge-base-en-v1.5,where,global_fixed,reporting_only,,80,12,68,0.15767124015891432,,,,
baseline,Embedding cosine: BAAI/bge-base-en-v1.5,embedding,correct_label,similarity_BAAI_bge_base_en_v1.5,reference_answer,12,68,,,,0.632,0.7,0.2692307692307692,0.5833333333333334,0.3684210526315789,0.8419117647058822,0.47212052180041525,,,,,,,,nq,long_form,BAAI/bge-base-en-v1.5,where,question_type_cv,applied,,80,12,68,0.15767124015891432,5,0.67;0.53;0.78;0.53;0.65,0.632,0.09431860898041276
baseline,Embedding cosine: BAAI/bge-base-en-v1.5,embedding,correct_label,similarity_BAAI_bge_base_en_v1.5,reference_answer,20,126,0.6794134750962257,0.4683314911902897,0.21108198390593602,0.75,0.8835616438356164,0.7142857142857143,0.25,0.37037037037037035,0.8341269841269842,0.5339353754120322,0.66,0.863013698630137,0.5,0.55,0.5238095238095238,2,4,nq,long_form,BAAI/bge-base-en-v1.5,who,global_fixed,reporting_only,,146,20,126,0.14948774430513123,,,,
baseline,Embedding cosine: BAAI/bge-base-en-v1.5,embedding,correct_label,similarity_BAAI_bge_base_en_v1.5,reference_answer,20,126,,,,0.6580000000000001,0.8561643835616438,0.4782608695652174,0.55,0.5116279069767442,0.8341269841269842,0.5339353754120322,,,,,,,,nq,long_form,BAAI/bge-base-en-v1.5,who,question_type_cv,applied,,146,20,126,0.14948774430513123,5,0.66;0.66;0.65;0.66;0.66,0.6580000000000001,0.0040000000000000036
baseline,Embedding cosine: BAAI/bge-base-en-v1.5,embedding,correct_label,similarity_BAAI_bge_base_en_v1.5,reference_answer,0,14,nan,0.6640373361962182,nan,0.75,0.7857142857142857,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,3,0,nq,long_form,BAAI/bge-base-en-v1.5,yes_no,global_fixed,reporting_only,,14,0,14,0.12113576770444277,,,,
baseline,Embedding cosine: BAAI/bge-base-en-v1.5,embedding,correct_label,similarity_BAAI_bge_base_en_v1.5,reference_answer,0,14,nan,0.6640373361962182,nan,0.75,0.7857142857142857,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,3,0,nq,long_form,BAAI/bge-base-en-v1.5,yes_no,inherited_global,skipped,num_examples<50,14,0,14,0.12113576770444277,,,,
baseline,Hybrid 0.7*embedding+0.3*overlap: BAAI/bge-base-en-v1.5,hybrid_ablation,correct_label,hybrid_BAAI_bge_base_en_v1.5,reference_answer,48,452,0.6002842016713251,0.41977721392063977,0.18050698775068535,0.75,0.896,0.3888888888888889,0.14583333333333334,0.21212121212121213,0.7918971238938053,0.34683046573088394,0.62,0.864,0.3275862068965517,0.3958333333333333,0.3584905660377358,6,13,nq,long_form,BAAI/bge-base-en-v1.5,all,dataset_global,dataset_reference,,500,48,452,0.15467517558018506,,,,
baseline,Hybrid 0.7*embedding+0.3*overlap: BAAI/bge-base-en-v1.5,hybrid_ablation,correct_label,hybrid_BAAI_bge_base_en_v1.5,reference_answer,1,30,0.6752215278148651,0.5595495232132089,0.11567200460165616,0.75,0.8709677419354839,0.0,0.0,0.0,0.7666666666666666,0.125,0.67,0.7741935483870968,0.125,1.0,0.2222222222222222,2,0,nq,long_form,BAAI/bge-base-en-v1.5,definition,global_fixed,reporting_only,,31,1,30,0.15189492646521063,,,,
baseline,Hybrid 0.7*embedding+0.3*overlap: BAAI/bge-base-en-v1.5,hybrid_ablation,correct_label,hybrid_BAAI_bge_base_en_v1.5,reference_answer,1,30,0.6752215278148651,0.5595495232132089,0.11567200460165616,0.75,0.8709677419354839,0.0,0.0,0.0,0.7666666666666666,0.125,0.67,0.7741935483870968,0.125,1.0,0.2222222222222222,2,0,nq,long_form,BAAI/bge-base-en-v1.5,definition,inherited_global,skipped,num_examples<50,31,1,30,0.15189492646521063,,,,
baseline,Hybrid 0.7*embedding+0.3*overlap: BAAI/bge-base-en-v1.5,hybrid_ablation,correct_label,hybrid_BAAI_bge_base_en_v1.5,reference_answer,3,101,0.5040514787038166,0.49550780213946016,0.00854367656435645,0.75,0.9615384615384616,0.0,0.0,0.0,0.5148514851485149,0.037695078031212484,0.44,0.34615384615384615,0.04225352112676056,1.0,0.08108108108108109,1,1,nq,long_form,BAAI/bge-base-en-v1.5,general,global_fixed,reporting_only,,104,3,101,0.11852649389412316,,,,
baseline,Hybrid 0.7*embedding+0.3*overlap: BAAI/bge-base-en-v1.5,hybrid_ablation,correct_label,hybrid_BAAI_bge_base_en_v1.5,reference_answer,3,101,0.5040514787038166,0.49550780213946016,0.00854367656435645,0.75,0.9615384615384616,0.0,0.0,0.0,0.5148514851485149,0.037695078031212484,0.44,0.34615384615384615,0.04225352112676056,1.0,0.08108108108108109,1,1,nq,long_form,BAAI/bge-base-en-v1.5,general,inherited_global,skipped,num_positive<10,104,3,101,0.11852649389412316,,,,
baseline,Hybrid 0.7*embedding+0.3*overlap: BAAI/bge-base-en-v1.5,hybrid_ablation,correct_label,hybrid_BAAI_bge_base_en_v1.5,reference_answer,0,2,nan,0.46626477390527726,nan,0.75,1.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0,0,nq,long_form,BAAI/bge-base-en-v1.5,list,global_fixed,reporting_only,,2,0,2,0.1202583357691765,,,,
baseline,Hybrid 0.7*embedding+0.3*overlap: BAAI/bge-base-en-v1.5,hybrid_ablation,correct_label,hybrid_BAAI_bge_base_en_v1.5,reference_answer,0,2,nan,0.46626477390527726,nan,0.75,1.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0,0,nq,long_form,BAAI/bge-base-en-v1.5,list,inherited_global,skipped,num_examples<50,2,0,2,0.1202583357691765,,,,
baseline,Hybrid 0.7*embedding+0.3*overlap: BAAI/bge-base-en-v1.5,hybrid_ablation,correct_label,hybrid_BAAI_bge_base_en_v1.5,reference_answer,2,21,0.7882245123386382,0.4038096298555751,0.3844148824830631,0.75,0.9565217391304348,1.0,0.5,0.6666666666666666,0.9761904761904762,0.8333333333333333,0.54,0.9565217391304348,0.6666666666666666,1.0,0.8,0,0,nq,long_form,BAAI/bge-base-en-v1.5,number,global_fixed,reporting_only,,23,2,21,0.15798692026810868,,,,
baseline,Hybrid 0.7*embedding+0.3*overlap: BAAI/bge-base-en-v1.5,hybrid_ablation,correct_label,hybrid_BAAI_bge_base_en_v1.5,reference_answer,2,21,0.7882245123386382,0.4038096298555751,0.3844148824830631,0.75,0.9565217391304348,1.0,0.5,0.6666666666666666,0.9761904761904762,0.8333333333333333,0.54,0.9565217391304348,0.6666666666666666,1.0,0.8,0,0,nq,long_form,BAAI/bge-base-en-v1.5,number,inherited_global,skipped,num_examples<50,23,2,21,0.15798692026810868,,,,
baseline,Hybrid 0.7*embedding+0.3*overlap: BAAI/bge-base-en-v1.5,hybrid_ablation,correct_label,hybrid_BAAI_bge_base_en_v1.5,reference_answer,10,90,0.5790730019013086,0.4287261411368473,0.1503468607644613,0.75,0.87,0.0,0.0,0.0,0.8344444444444444,0.2832746175393235,0.53,0.76,0.26666666666666666,0.8,0.4,0,1,nq,long_form,BAAI/bge-base-en-v1.5,when,global_fixed,reporting_only,,100,10,90,0.13676700122404625,,,,
baseline,Hybrid 0.7*embedding+0.3*overlap: BAAI/bge-base-en-v1.5,hybrid_ablation,correct_label,hybrid_BAAI_bge_base_en_v1.5,reference_answer,10,90,,,,0.552,0.76,0.20833333333333334,0.5,0.29411764705882354,0.8344444444444444,0.2832746175393235,,,,,,,,nq,long_form,BAAI/bge-base-en-v1.5,when,question_type_cv,applied,,100,10,90,0.13676700122404625,5,0.53;0.59;0.53;0.57;0.54,0.552,0.02399999999999997
baseline,Hybrid 0.7*embedding+0.3*overlap: BAAI/bge-base-en-v1.5,hybrid_ablation,correct_label,hybrid_BAAI_bge_base_en_v1.5,reference_answer,12,68,0.6291597557399007,0.37939993815887874,0.24975981758102195,0.75,0.8625,0.6666666666666666,0.16666666666666666,0.26666666666666666,0.9191176470588236,0.6478492489415143,0.52,0.8625,0.5294117647058824,0.75,0.6206896551724138,1,2,nq,long_form,BAAI/bge-base-en-v1.5,where,global_fixed,reporting_only,,80,12,68,0.15644078645898346,,,,
baseline,Hybrid 0.7*embedding+0.3*overlap: BAAI/bge-base-en-v1.5,hybrid_ablation,correct_label,hybrid_BAAI_bge_base_en_v1.5,reference_answer,12,68,,,,0.52,0.825,0.4375,0.5833333333333334,0.5,0.9191176470588236,0.6478492489415143,,,,,,,,nq,long_form,BAAI/bge-base-en-v1.5,where,question_type_cv,applied,,80,12,68,0.15644078645898346,5,0.62;0.47;0.52;0.47;0.52,0.52,0.05477225575051661
baseline,Hybrid 0.7*embedding+0.3*overlap: BAAI/bge-base-en-v1.5,hybrid_ablation,correct_label,hybrid_BAAI_bge_base_en_v1.5,reference_answer,20,126,0.5854584801864057,0.3311653771665361,0.25429310301986957,0.75,0.8835616438356164,0.8,0.2,0.32,0.8829365079365079,0.6602402962941802,0.53,0.910958904109589,0.7692307692307693,0.5,0.6060606060606061,1,9,nq,long_form,BAAI/bge-base-en-v1.5,who,global_fixed,reporting_only,,146,20,126,0.15069466476023094,,,,
baseline,Hybrid 0.7*embedding+0.3*overlap: BAAI/bge-base-en-v1.5,hybrid_ablation,correct_label,hybrid_BAAI_bge_base_en_v1.5,reference_answer,20,126,,,,0.49000000000000005,0.863013698630137,0.5,0.5,0.5,0.8829365079365079,0.6602402962941802,,,,,,,,nq,long_form,BAAI/bge-base-en-v1.5,who,question_type_cv,applied,,146,20,126,0.15069466476023094,5,0.53;0.43;0.53;0.53;0.43,0.49000000000000005,0.04898979485566358
baseline,Hybrid 0.7*embedding+0.3*overlap: BAAI/bge-base-en-v1.5,hybrid_ablation,correct_label,hybrid_BAAI_bge_base_en_v1.5,reference_answer,0,14,nan,0.527329227483302,nan,0.75,0.8571428571428571,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,1,0,nq,long_form,BAAI/bge-base-en-v1.5,yes_no,global_fixed,reporting_only,,14,0,14,0.14557947385882808,,,,
baseline,Hybrid 0.7*embedding+0.3*overlap: BAAI/bge-base-en-v1.5,hybrid_ablation,correct_label,hybrid_BAAI_bge_base_en_v1.5,reference_answer,0,14,nan,0.527329227483302,nan,0.75,0.8571428571428571,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,1,0,nq,long_form,BAAI/bge-base-en-v1.5,yes_no,inherited_global,skipped,num_examples<50,14,0,14,0.14557947385882808,,,,
unit1,Reference validation v2: BAAI/bge-base-en-v1.5,embedding_v2,correct_label,similarity_v2_BAAI_bge_base_en_v1.5,reference_answer_v2,48,452,0.6897550063828627,0.5604781702952047,0.12927683608765794,0.75,0.82,0.2,0.2916666666666667,0.23728813559322035,0.7110527286135693,0.2985056499953835,0.79,0.86,0.28,0.2916666666666667,0.2857142857142857,33,4,nq,long_form,BAAI/bge-base-en-v1.5,all,dataset_global,dataset_reference,,500,48,452,0.15455636642933612,,,,
unit1,Reference validation v2: BAAI/bge-base-en-v1.5,embedding_v2,correct_label,similarity_v2_BAAI_bge_base_en_v1.5,reference_answer_v2,1,30,0.793173611164093,0.7041579643885295,0.0890156467755635,0.75,0.5806451612903226,0.07142857142857142,1.0,0.13333333333333333,0.7333333333333334,0.1111111111111111,0.79,0.7419354838709677,0.1111111111111111,1.0,0.2,8,0,nq,long_form,BAAI/bge-base-en-v1.5,definition,global_fixed,reporting_only,,31,1,30,0.11898734458765235,,,,
unit1,Reference validation v2: BAAI/bge-base-en-v1.5,embedding_v2,correct_label,similarity_v2_BAAI_bge_base_en_v1.5,reference_answer_v2,1,30,0.793173611164093,0.7041579643885295,0.0890156467755635,0.75,0.5806451612903226,0.07142857142857142,1.0,0.13333333333333333,0.7333333333333334,0.1111111111111111,0.79,0.7419354838709677,0.1111111111111111,1.0,0.2,8,0,nq,long_form,BAAI/bge-base-en-v1.5,definition,inherited_global,skipped,num_examples<50,31,1,30,0.11898734458765235,,,,
unit1,Reference validation v2: BAAI/bge-base-en-v1.5,embedding_v2,correct_label,similarity_v2_BAAI_bge_base_en_v1.5,reference_answer_v2,3,101,0.723105231920878,0.6482336612621157,0.07487157065876238,0.75,0.7788461538461539,0.045454545454545456,0.3333333333333333,0.08,0.6963696369636964,0.0744181339809755,0.8,0.875,0.08333333333333333,0.3333333333333333,0.13333333333333333,11,0,nq,long_form,BAAI/bge-base-en-v1.5,general,global_fixed,reporting_only,,104,3,101,0.11828369992318019,,,,
unit1,Reference validation v2: BAAI/bge-base-en-v1.5,embedding_v2,correct_label,similarity_v2_BAAI_bge_base_en_v1.5,reference_answer_v2,3,101,0.723105231920878,0.6482336612621157,0.07487157065876238,0.75,0.7788461538461539,0.045454545454545456,0.3333333333333333,0.08,0.6963696369636964,0.0744181339809755,0.8,0.875,0.08333333333333333,0.3333333333333333,0.13333333333333333,11,0,nq,long_form,BAAI/bge-base-en-v1.5,general,inherited_global,skipped,num_positive<10,104,3,101,0.11828369992318019,,,,
unit1,Reference validation v2: BAAI/bge-base-en-v1.5,embedding_v2,correct_label,similarity_v2_BAAI_bge_base_en_v1.5,reference_answer_v2,0,2,nan,0.6004432439804077,nan,0.75,1.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0,0,nq,long_form,BAAI/bge-base-en-v1.5,list,global_fixed,reporting_only,,2,0,2,0.09458976984024048,,,,
unit1,Reference validation v2: BAAI/bge-base-en-v1.5,embedding_v2,correct_label,similarity_v2_BAAI_bge_base_en_v1.5,reference_answer_v2,0,2,nan,0.6004432439804077,nan,0.75,1.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0,0,nq,long_form,BAAI/bge-base-en-v1.5,list,inherited_global,skipped,num_examples<50,2,0,2,0.09458976984024048,,,,
unit1,Reference validation v2: BAAI/bge-base-en-v1.5,embedding_v2,correct_label,similarity_v2_BAAI_bge_base_en_v1.5,reference_answer_v2,2,21,0.9117493033409119,0.5460347277777535,0.36571457556315834,0.75,0.9130434782608695,0.5,1.0,0.6666666666666666,1.0,1.0,0.8,1.0,1.0,1.0,1.0,0,0,nq,long_form,BAAI/bge-base-en-v1.5,number,global_fixed,reporting_only,,23,2,21,0.15557997203340873,,,,
unit1,Reference validation v2: BAAI/bge-base-en-v1.5,embedding_v2,correct_label,similarity_v2_BAAI_bge_base_en_v1.5,reference_answer_v2,2,21,0.9117493033409119,0.5460347277777535,0.36571457556315834,0.75,0.9130434782608695,0.5,1.0,0.6666666666666666,1.0,1.0,0.8,1.0,1.0,1.0,1.0,0,0,nq,long_form,BAAI/bge-base-en-v1.5,number,inherited_global,skipped,num_examples<50,23,2,21,0.15557997203340873,,,,
unit1,Reference validation v2: BAAI/bge-base-en-v1.5,embedding_v2,correct_label,similarity_v2_BAAI_bge_base_en_v1.5,reference_answer_v2,10,90,0.6055804789066315,0.5549607478910022,0.05061973101562922,0.75,0.81,0.0,0.0,0.0,0.66,0.14552064830485298,0.56,0.61,0.19148936170212766,0.9,0.3157894736842105,6,1,nq,long_form,BAAI/bge-base-en-v1.5,when,global_fixed,reporting_only,,100,10,90,0.13135303506245258,,,,
unit1,Reference validation v2: BAAI/bge-base-en-v1.5,embedding_v2,correct_label,similarity_v2_BAAI_bge_base_en_v1.5,reference_answer_v2,10,90,,,,0.562,0.61,0.17777777777777778,0.8,0.2909090909090909,0.66,0.14552064830485298,,,,,,,,nq,long_form,BAAI/bge-base-en-v1.5,when,question_type_cv,applied,,100,10,90,0.13135303506245258,5,0.57;0.56;0.56;0.56;0.56,0.562,0.0039999999999999584
unit1,Reference validation v2: BAAI/bge-base-en-v1.5,embedding_v2,correct_label,similarity_v2_BAAI_bge_base_en_v1.5,reference_answer_v2,12,68,0.720625047882398,0.5251310607966255,0.19549398708577248,0.75,0.8375,0.45454545454545453,0.4166666666666667,0.43478260869565216,0.8370098039215685,0.46859131079332317,0.79,0.875,0.625,0.4166666666666667,0.5,3,0,nq,long_form,BAAI/bge-base-en-v1.5,where,global_fixed,reporting_only,,80,12,68,0.1582723745081719,,,,
unit1,Reference validation v2: BAAI/bge-base-en-v1.5,embedding_v2,correct_label,similarity_v2_BAAI_bge_base_en_v1.5,reference_answer_v2,12,68,,,,0.632,0.7,0.2692307692307692,0.5833333333333334,0.3684210526315789,0.8370098039215685,0.46859131079332317,,,,,,,,nq,long_form,BAAI/bge-base-en-v1.5,where,question_type_cv,applied,,80,12,68,0.1582723745081719,5,0.67;0.53;0.78;0.53;0.65,0.632,0.09431860898041276
unit1,Reference validation v2: BAAI/bge-base-en-v1.5,embedding_v2,correct_label,similarity_v2_BAAI_bge_base_en_v1.5,reference_answer_v2,20,126,0.6809473514556885,0.4692928384220789,0.2116545130336096,0.75,0.8835616438356164,0.7142857142857143,0.25,0.37037037037037035,0.8146825396825397,0.5339063932868013,0.66,0.8561643835616438,0.4782608695652174,0.55,0.5116279069767442,2,3,nq,long_form,BAAI/bge-base-en-v1.5,who,global_fixed,reporting_only,,146,20,126,0.1522918826840113,,,,
unit1,Reference validation v2: BAAI/bge-base-en-v1.5,embedding_v2,correct_label,similarity_v2_BAAI_bge_base_en_v1.5,reference_answer_v2,20,126,,,,0.616,0.8287671232876712,0.4074074074074074,0.55,0.46808510638297873,0.8146825396825397,0.5339063932868013,,,,,,,,nq,long_form,BAAI/bge-base-en-v1.5,who,question_type_cv,applied,,146,20,126,0.1522918826840113,5,0.60;0.66;0.62;0.60;0.60,0.616,0.023323807579381222
unit1,Reference validation v2: BAAI/bge-base-en-v1.5,embedding_v2,correct_label,similarity_v2_BAAI_bge_base_en_v1.5,reference_answer_v2,0,14,nan,0.6632786712476185,nan,0.75,0.7857142857142857,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,3,0,nq,long_form,BAAI/bge-base-en-v1.5,yes_no,global_fixed,reporting_only,,14,0,14,0.12084187900919398,,,,
unit1,Reference validation v2: BAAI/bge-base-en-v1.5,embedding_v2,correct_label,similarity_v2_BAAI_bge_base_en_v1.5,reference_answer_v2,0,14,nan,0.6632786712476185,nan,0.75,0.7857142857142857,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,3,0,nq,long_form,BAAI/bge-base-en-v1.5,yes_no,inherited_global,skipped,num_examples<50,14,0,14,0.12084187900919398,,,,
unit2,Reference validation + 0.5 span blend: BAAI/bge-base-en-v1.5,prediction_span_ablation,correct_label,prediction_span_blend_similarity_BAAI_bge_base_en_v1.5,reference_answer_v2,48,452,0.7390130003914237,0.5654184515958867,0.17359454879553704,0.75,0.854,0.34177215189873417,0.5625,0.4251968503937008,0.7879793510324484,0.44685859997418276,0.78,0.89,0.4406779661016949,0.5416666666666666,0.48598130841121495,29,4,nq,long_form,BAAI/bge-base-en-v1.5,all,dataset_global,dataset_reference,,500,48,452,0.14981108935707013,,,,
unit2,Reference validation + 0.5 span blend: BAAI/bge-base-en-v1.5,prediction_span_ablation,correct_label,prediction_span_blend_similarity_BAAI_bge_base_en_v1.5,reference_answer_v2,1,30,0.7935629189014435,0.6785100549459457,0.11505286395549774,0.75,0.6774193548387096,0.09090909090909091,1.0,0.16666666666666666,0.8,0.14285714285714285,0.79,0.8064516129032258,0.14285714285714285,1.0,0.25,6,0,nq,long_form,BAAI/bge-base-en-v1.5,definition,global_fixed,reporting_only,,31,1,30,0.11429562513096164,,,,
unit2,Reference validation + 0.5 span blend: BAAI/bge-base-en-v1.5,prediction_span_ablation,correct_label,prediction_span_blend_similarity_BAAI_bge_base_en_v1.5,reference_answer_v2,1,30,0.7935629189014435,0.6785100549459457,0.11505286395549774,0.75,0.6774193548387096,0.09090909090909091,1.0,0.16666666666666666,0.8,0.14285714285714285,0.79,0.8064516129032258,0.14285714285714285,1.0,0.25,6,0,nq,long_form,BAAI/bge-base-en-v1.5,definition,inherited_global,skipped,num_examples<50,31,1,30,0.11429562513096164,,,,
unit2,Reference validation + 0.5 span blend: BAAI/bge-base-en-v1.5,prediction_span_ablation,correct_label,prediction_span_blend_similarity_BAAI_bge_base_en_v1.5,reference_answer_v2,3,101,0.7257116337617239,0.6485067451059228,0.07720488865580111,0.75,0.7692307692307693,0.043478260869565216,0.3333333333333333,0.07692307692307693,0.6897689768976898,0.06954783567686794,0.74,0.7596153846153846,0.07692307692307693,0.6666666666666666,0.13793103448275862,11,0,nq,long_form,BAAI/bge-base-en-v1.5,general,global_fixed,reporting_only,,104,3,101,0.11962917314868554,,,,
